Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
